Discharge Time (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
1330.24,4.1,2.901,518.9,1714.86,2826.47,113.9
1349.16,4.13,2.853,480.4,1733.81,2705.15,108.3
1131.35,4.002,2.759,325.59,1368.28,2384.25,29.0
1420.16,4.159,2.978,610.23,1893.71,2838.13,150.0
1209.7,4.099,2.749,441.32,1597.53,2585.57,73.2
1048.29,4.063,2.698,312.07,1364.23,2438.25,28.4
1042.51,3.974,2.698,292.22,1293.65,2328.8,3.1
1306.05,4.093,2.831,477.21,1649.2,2726.99,95.6
1252.33,4.093,2.855,433.17,1630.07,2728.28,90.1
1331.35,4.13,2.89,543.89,1750.72,2862.04,122.6
1448.09,4.216,2.925,632.47,1899.49,2914.3,151.5
1059.59,3.997,2.687,316.54,1347.1,2371.25,14.4
1356.37,4.136,2.908,542.04,1765.77,2810.42,124.6
1099.31,4.063,2.673,327.57,1383.32,2432.36,32.7
1417.3,4.182,2.902,579.43,1956.27,2983.52,146.0
1425.49,4.182,2.913,560.32,1868.48,2888.24,139.4
1276.3,4.086,2.848,445.82,1664.08,2706.6,92.4
1318.73,4.129,2.871,521.28,1760.03,2828.63,121.0
1125.77,4.036,2.772,384.05,1523.73,2582.29,54.1
1217.78,4.106,2.8,420.73,1639.75,2630.05,80.6
1420.39,4.187,2.921,565.91,1844.58,2897.99,139.9
1222.15,4.075,2.777,434.1,1627.12,2654.72,78.6
1154.81,4.059,2.794,362.22,1563.14,2500.5,61.5
1241.76,4.088,2.769,456.17,1558.13,2635.29,84.5
1397.24,4.133,2.922,577.13,1893.55,2875.47,141.0
1182.54,4.048,2.798,389.76,1484.14,2587.3,57.7
1097.29,4.043,2.702,351.99,1435.25,2579.46,30.4
1336.34,4.122,2.832,539.7,1756.12,2785.16,121.3
1410.08,4.166,2.864,582.08,1884.24,2861.32,140.6
1090.86,3.986,2.728,316.96,1293.29,2408.87,18.0
1103.5,4.038,2.762,355.11,1474.23,2414.86,41.5
1085.45,4.01,2.707,316.3,1376.12,2347.24,25.0
1164.59,4.039,2.728,376.23,1554.75,2550.77,59.8
1224.88,4.101,2.789,431.95,1567.18,2603.52,77.1
1347.04,4.164,2.928,546.57,1814.12,2872.42,127.6
1315.75,4.108,2.818,503.47,1780.45,2746.27,111.0
1325.4,4.117,2.878,469.39,1711.79,2688.39,105.9
1144.97,4.066,2.717,352.31,1532.02,2518.53,60.6
1379.37,4.131,2.901,580.42,1898.78,2938.62,143.2
1191.91,4.062,2.803,406.12,1557.13,2610.12,80.6
1458.99,4.221,3.069,645.21,1968.11,2971.83,166.5
1319.26,4.102,2.894,523.92,1756.45,2737.51,108.2
1033.59,4.043,2.744,325.29,1301.88,2384.9,22.3
1318.32,4.105,2.912,504.7,1786.98,2790.43,115.3
1171.38,4.072,2.766,367.3,1482.32,2611.82,55.9
1341.39,4.128,2.85,506.65,1822.64,2807.19,117.0
1035.49,4.002,2.737,303.22,1338.46,2403.48,12.8
1094.22,4.065,2.766,351.08,1372.23,2401.97,30.6
1423.0,4.145,2.971,587.84,1918.09,2915.73,145.6
1106.55,4.051,2.755,346.86,1475.02,2530.14,39.4
1404.97,4.177,2.975,587.79,1892.57,2878.77,142.5
1191.13,4.117,2.76,390.05,1454.65,2510.07,48.2
1329.03,4.104,2.853,502.81,1771.91,2786.11,109.6
1397.01,4.124,2.893,521.3,1738.94,2851.65,118.3
1231.73,4.115,2.826,423.78,1665.67,2714.74,87.6
1144.82,4.051,2.782,356.0,1413.9,2476.97,52.6
1072.5,4.026,2.73,324.32,1425.57,2479.17,36.9
1009.97,4.017,2.721,290.55,1284.4,2322.25,6.6
1193.88,4.049,2.781,363.47,1444.02,2513.91,52.4
1300.97,4.11,2.863,494.7,1775.52,2710.42,111.4
1513.51,4.202,2.975,609.33,1887.71,2946.89,159.6
1397.62,4.181,2.989,581.06,1942.04,2877.44,148.2
1346.12,4.145,2.864,519.96,1774.71,2833.1,130.5
1375.75,4.149,2.881,560.41,1869.18,2874.51,134.2
1318.45,4.112,2.866,517.31,1721.75,2781.9,113.4
1149.85,4.06,2.67,362.82,1396.25,2532.94,45.0
1459.64,4.173,3.021,613.67,1914.55,2916.69,154.3
1312.57,4.116,2.864,516.06,1766.31,2706.93,114.4
1264.22,4.083,2.872,472.83,1641.28,2763.48,95.7
1054.34,4.022,2.765,328.5,1360.83,2419.96,19.8
1189.77,4.074,2.788,442.83,1607.01,2646.74,76.6
1196.77,4.047,2.837,453.39,1640.64,2653.51,78.8
1450.8,4.148,2.916,560.66,1897.34,2917.23,147.1
1215.06,4.101,2.835,468.28,1693.16,2729.93,93.4
1221.77,4.067,2.761,383.53,1564.38,2551.82,65.3
1478.39,4.19,3.058,660.49,1979.18,3015.59,166.1
1042.89,4.007,2.737,316.71,1387.26,2412.11,19.7
1219.54,4.05,2.781,420.46,1595.64,2611.7,72.4
1070.94,3.983,2.712,297.67,1302.01,2332.73,8.1
1386.67,4.169,2.918,540.14,1822.43,2831.68,126.0
1466.9,4.204,2.987,637.73,1944.67,2935.32,156.2
1162.75,4.061,2.826,386.75,1485.0,2544.99,48.3
1378.82,4.18,2.94,610.92,1947.17,2884.16,146.1
1128.0,4.07,2.802,369.21,1452.9,2477.68,50.4
1427.55,4.159,3.011,577.91,1938.53,2961.22,154.9
1396.71,4.149,2.839,553.98,1812.5,2915.53,128.4
1383.45,4.137,2.962,547.28,1873.69,2876.31,137.0
1045.2,3.973,2.723,283.75,1277.56,2330.67,4.0
1492.54,4.2,3.024,632.12,1954.1,3045.94,163.7
1330.28,4.162,2.895,531.61,1789.17,2831.0,123.8
1132.02,4.051,2.77,385.9,1500.01,2521.36,52.5
1438.47,4.197,2.971,560.57,1854.92,2951.45,141.2
1116.86,4.054,2.738,378.04,1389.95,2482.24,48.6
1432.67,4.158,3.0,590.25,1873.15,2899.2,148.5
1043.42,3.993,2.679,355.3,1396.53,2412.67,20.0
1332.07,4.159,2.822,498.42,1820.33,2909.97,119.9
1256.69,4.107,2.838,460.97,1638.97,2649.21,92.4
1036.7,4.025,2.745,320.78,1397.25,2343.09,17.3
1094.62,3.989,2.735,349.73,1432.36,2494.29,41.9
1028.97,3.999,2.622,279.01,1241.38,2392.35,3.1
1201.87,4.079,2.754,452.59,1592.7,2673.74,80.2
1124.85,4.026,2.768,387.71,1505.09,2498.04,51.9
1262.91,4.115,2.838,468.87,1679.01,2679.37,102.1
1141.36,4.075,2.792,351.53,1498.62,2496.05,51.2
1168.11,4.099,2.757,383.48,1490.39,2528.23,51.7
1398.12,4.151,2.869,543.18,1794.9,2836.44,126.6
1018.15,3.987,2.706,306.2,1334.34,2346.72,9.1
1499.76,4.164,3.002,604.34,1961.71,2922.55,153.6
1393.33,4.188,2.982,597.11,1891.5,2887.51,145.0
1348.57,4.111,2.859,531.93,1764.91,2796.7,113.9
1265.78,4.128,2.839,501.84,1648.51,2735.78,101.3
1418.43,4.183,2.988,589.36,1958.44,2950.84,151.8
1075.33,4.034,2.705,375.69,1387.38,2461.18,32.3
1047.67,3.976,2.726,316.33,1305.72,2302.02,14.3
1132.08,4.034,2.733,333.74,1467.12,2484.07,41.5
1404.28,4.128,2.911,566.24,1830.71,2832.2,135.3
1007.21,3.987,2.694,297.28,1281.3,2410.75,6.9
1253.89,4.131,2.837,473.16,1675.77,2668.89,99.5
1474.51,4.224,3.13,644.86,1959.96,2920.37,169.2
1417.52,4.174,2.929,596.25,1867.53,2932.46,145.6
1243.18,4.089,2.802,462.51,1670.55,2683.04,89.1
1018.9,4.036,2.744,293.25,1356.33,2372.18,11.8
1413.93,4.153,2.944,567.23,1872.1,2900.37,141.5
1343.26,4.094,2.862,472.46,1676.05,2722.07,102.2
1051.35,4.029,2.681,314.34,1368.09,2382.24,20.4
1044.32,4.02,2.714,324.08,1284.64,2393.36,16.9
1463.69,4.17,3.0,627.31,1965.14,2895.4,154.7
1308.22,4.133,2.842,505.26,1746.17,2832.76,114.1
1422.79,4.173,2.948,590.86,1837.52,2856.66,141.1
1414.97,4.179,2.95,602.44,1951.09,2868.19,149.5
1318.96,4.12,2.81,472.72,1677.78,2722.79,97.6
1255.1,4.089,2.844,478.45,1624.2,2637.44,88.4
1189.26,4.092,2.823,424.02,1635.92,2659.54,73.7
1137.5,4.058,2.763,378.24,1478.51,2455.69,54.6
1193.89,4.073,2.803,433.09,1599.87,2548.56,74.4
1410.9,4.148,2.943,532.56,1847.38,2829.96,131.8
1256.45,4.115,2.828,478.93,1673.17,2732.95,102.7
1423.63,4.149,2.975,605.67,1912.68,2896.52,151.8
1196.85,4.071,2.78,434.45,1576.13,2609.84,75.9
1290.36,4.119,2.811,487.82,1649.38,2800.42,103.6
1296.16,4.096,2.837,474.25,1661.3,2719.65,107.7
1245.78,4.102,2.802,465.03,1625.81,2656.4,101.0
1329.38,4.186,2.888,515.38,1759.64,2786.91,119.7
1114.18,4.018,2.716,358.1,1409.29,2436.96,41.1
1228.31,4.091,2.77,429.12,1605.36,2690.05,87.6
1076.65,3.996,2.731,334.95,1335.86,2413.44,18.6
1206.23,4.069,2.796,407.79,1541.92,2575.5,66.0
1230.11,4.077,2.795,443.84,1606.1,2665.49,83.4
1319.3,4.123,2.878,499.18,1714.53,2719.14,111.2
1418.28,4.175,2.984,605.86,2019.51,3003.73,161.6
1277.01,4.138,2.828,483.09,1691.62,2704.19,102.5
1385.78,4.148,2.903,549.73,1833.74,2891.32,126.7
1230.47,4.077,2.841,444.03,1591.8,2650.02,86.6
1285.92,4.14,2.839,510.71,1762.34,2731.58,108.2
1102.6,3.987,2.684,303.21,1309.76,2363.62,13.0
1169.64,4.013,2.773,370.32,1534.83,2517.01,44.0
1184.44,4.067,2.789,393.69,1486.45,2623.46,62.2
1253.25,4.128,2.805,439.76,1572.55,2654.43,80.9
979.64,3.964,2.732,309.95,1303.74,2440.21,8.7
1054.87,3.994,2.776,308.22,1361.95,2384.46,24.7
1122.39,4.064,2.76,376.82,1431.14,2500.41,47.8
1478.12,4.181,3.013,652.82,2022.08,2936.08,165.2
1146.52,4.073,2.777,417.93,1545.42,2524.97,57.0
1165.61,4.075,2.778,438.58,1601.21,2620.17,82.5
1108.25,4.035,2.767,310.03,1441.01,2396.0,34.1
1306.2,4.154,2.821,458.92,1747.76,2771.16,104.2
1175.92,4.026,2.744,355.06,1468.71,2534.84,48.4
1083.63,4.055,2.707,364.14,1398.08,2445.94,36.0
1224.31,4.113,2.818,483.07,1674.81,2682.75,88.3
952.04,3.963,2.695,279.62,1316.67,2311.67,1.9
1012.56,4.004,2.711,287.11,1246.71,2320.67,2.3
1131.13,4.038,2.739,309.96,1468.94,2490.23,38.0
1016.35,4.001,2.696,304.18,1272.88,2348.16,7.2
1114.66,4.021,2.693,316.94,1362.41,2396.76,19.3
1155.78,4.055,2.756,383.84,1485.15,2473.7,58.3
1395.47,4.16,2.875,548.6,1853.2,2897.31,136.6
1239.22,4.115,2.872,465.54,1680.18,2759.61,97.7
1251.34,4.113,2.809,428.5,1700.49,2708.32,87.6
1092.13,4.022,2.802,359.63,1429.25,2498.41,50.6
1479.24,4.212,2.989,600.04,1923.95,2992.12,158.5
1207.18,4.051,2.722,392.16,1536.7,2606.55,68.1
1086.33,4.025,2.692,291.48,1346.87,2347.58,15.7
1270.26,4.122,2.844,496.71,1700.36,2725.93,105.3
1067.52,3.989,2.713,299.39,1289.0,2395.94,20.2
1179.2,4.074,2.786,388.94,1536.21,2461.2,59.3
1252.67,4.078,2.815,430.37,1669.77,2671.5,86.8
1408.72,4.195,2.943,577.95,1915.81,2868.61,148.7
1175.1,4.08,2.779,425.31,1606.02,2612.11,84.4
1347.85,4.108,2.863,536.36,1779.0,2802.22,119.7
1492.14,4.229,3.083,643.97,1957.9,2981.27,168.8
1056.78,4.022,2.741,310.67,1398.67,2371.67,23.2
1152.31,4.066,2.728,351.37,1479.8,2513.28,47.4
1186.81,4.057,2.809,386.4,1532.93,2553.27,67.7
1167.72,4.041,2.803,405.28,1570.77,2571.52,72.3
1147.34,4.111,2.757,390.73,1591.55,2645.74,70.5
1420.37,4.181,2.982,601.86,1963.39,2942.86,154.4
1405.09,4.15,2.89,515.83,1779.42,2817.22,121.7
1309.23,4.131,2.81,472.83,1767.38,2794.5,103.7
1153.5,4.049,2.716,396.34,1530.02,2521.09,53.3
1398.58,4.168,2.941,568.37,1880.21,2853.62,140.2
1468.64,4.222,2.999,626.82,1953.22,2944.33,162.4
1430.91,4.162,2.971,590.16,1851.45,2951.23,139.8
1005.19,4.01,2.739,264.25,1286.31,2321.8,1.3
1319.94,4.084,2.865,488.27,1720.67,2713.93,108.6
1028.81,4.024,2.726,275.25,1364.05,2363.71,9.6
1174.09,4.015,2.714,361.97,1424.9,2470.85,44.5
1059.52,4.024,2.66,309.98,1333.79,2347.53,11.1
1320.25,4.125,2.836,446.57,1639.91,2794.17,103.0
1316.5,4.133,2.83,528.3,1772.5,2790.35,117.0
1090.23,4.013,2.721,321.5,1381.54,2349.21,20.3
1175.12,4.066,2.752,403.41,1584.54,2562.77,65.9
1219.76,4.07,2.801,409.61,1575.15,2555.1,78.1
1216.95,4.064,2.767,409.38,1509.52,2540.1,63.4
1040.46,4.061,2.732,344.01,1390.48,2444.82,21.5
1204.43,4.105,2.795,408.94,1602.1,2575.1,71.8
1375.58,4.131,2.882,536.86,1802.68,2935.04,127.9
1058.69,4.011,2.661,304.51,1267.48,2267.01,13.0
1038.21,4.01,2.709,300.82,1300.62,2359.88,14.6
1221.65,4.062,2.716,390.28,1518.04,2565.37,61.0
1435.05,4.168,3.038,638.99,1912.23,2962.32,160.2
1358.34,4.14,2.878,507.24,1769.65,2795.56,114.0
1357.42,4.15,2.891,516.59,1732.11,2768.93,115.7
1220.31,4.05,2.741,425.87,1523.68,2615.78,62.2
1244.34,4.154,2.847,501.02,1725.37,2672.94,101.3
999.17,4.024,2.669,271.29,1296.96,2321.75,2.7
1342.66,4.135,2.855,521.62,1782.08,2706.37,108.5
1404.79,4.157,2.948,631.55,1974.76,2920.55,155.3
1253.35,4.127,2.84,508.74,1675.25,2724.69,104.5
1417.86,4.179,2.912,584.13,1920.22,2937.92,148.7
1355.23,4.153,2.878,533.66,1793.67,2770.25,123.4
1106.14,4.048,2.663,312.75,1395.08,2393.27,21.4
1441.13,4.176,3.023,607.92,1940.19,2933.75,153.5
1028.6,4.046,2.706,329.13,1308.23,2374.28,12.2
1262.33,4.111,2.818,458.65,1663.25,2637.23,91.2
1087.19,4.015,2.738,299.26,1362.96,2428.09,25.0
1032.56,4.042,2.651,281.83,1267.58,2378.99,3.0
1196.35,4.096,2.763,406.31,1565.11,2652.3,72.3
1093.44,4.044,2.769,399.9,1486.45,2509.67,50.9
1208.32,4.094,2.809,426.75,1653.28,2670.03,83.1
1311.36,4.124,2.81,466.67,1665.57,2704.48,98.5
1039.18,3.997,2.716,290.8,1250.63,2396.09,8.4
1059.3,4.02,2.722,343.35,1355.2,2433.16,21.8
1294.62,4.092,2.841,480.18,1674.61,2652.0,95.4
1135.91,4.029,2.777,397.55,1518.12,2546.94,59.0
1347.5,4.146,2.865,536.1,1785.37,2788.06,124.2
1317.02,4.13,2.854,505.03,1764.21,2758.15,111.2
1403.82,4.178,2.882,582.51,1890.34,2847.82,143.9
1336.66,4.124,2.856,548.6,1783.67,2784.57,118.0
1199.83,4.054,2.781,399.9,1518.97,2605.25,73.7
1289.14,4.112,2.883,468.49,1745.84,2770.96,114.7
1138.04,4.07,2.764,373.29,1461.15,2517.78,47.5
1114.19,4.042,2.734,397.8,1537.36,2466.66,52.8
1388.71,4.147,2.887,560.12,1834.8,2886.4,134.3
1246.69,4.078,2.832,395.04,1566.06,2656.12,76.4
1382.53,4.146,2.906,572.47,1823.53,2917.83,135.9
1373.1,4.149,2.929,555.48,1892.71,2874.17,140.0
1418.14,4.153,2.968,567.27,1872.68,2912.53,145.9
1432.76,4.211,2.978,597.71,1909.82,2984.49,155.9
1219.89,4.095,2.784,395.15,1602.34,2584.04,73.8
1149.39,4.083,2.75,383.96,1507.38,2556.43,54.9
1321.08,4.142,2.818,464.96,1677.05,2684.89,99.4
1206.13,4.022,2.777,378.57,1492.55,2592.56,63.7
1283.92,4.124,2.785,517.59,1714.59,2742.87,102.6
1358.79,4.127,2.865,515.06,1800.15,2762.41,120.2
1322.21,4.157,2.886,516.91,1733.93,2806.97,117.3
1179.47,4.055,2.786,422.99,1545.71,2556.62,64.3
1076.96,4.005,2.765,342.7,1387.77,2428.72,29.2
1223.97,4.052,2.814,447.74,1547.99,2644.4,73.8
1111.47,4.015,2.73,314.76,1361.01,2462.14,25.1
1458.97,4.195,2.964,616.39,1913.59,2941.03,151.4
1188.46,4.069,2.752,397.3,1475.01,2555.4,59.5
1103.77,3.999,2.735,343.7,1399.5,2455.15,27.1
1040.85,4.04,2.702,303.92,1274.72,2328.37,5.3
1281.81,4.139,2.843,487.68,1710.82,2793.37,110.1
1348.29,4.14,2.825,538.12,1739.51,2726.8,108.6
1208.1,4.088,2.763,354.26,1497.27,2542.64,58.6
1040.13,3.973,2.737,291.4,1320.27,2334.84,13.1
1185.7,4.059,2.786,422.01,1556.46,2594.38,70.2
1164.93,4.073,2.758,382.74,1467.02,2592.27,53.6
1340.02,4.116,2.878,513.64,1738.6,2839.8,115.4
1285.05,4.112,2.855,494.44,1700.89,2795.49,103.4
1142.77,4.066,2.778,383.64,1527.27,2541.81,62.6
1115.73,4.011,2.734,360.91,1441.46,2577.51,37.8
1507.05,4.19,3.04,642.58,2007.82,3039.09,168.0
1234.09,4.104,2.825,448.45,1627.85,2668.4,77.7
1340.7,4.15,2.857,511.51,1717.24,2796.42,117.3
1068.0,4.043,2.764,331.6,1400.34,2355.21,24.8
1255.92,4.113,2.808,448.36,1603.76,2623.91,83.1
1029.57,4.005,2.694,305.41,1317.16,2326.06,5.7
1229.04,4.103,2.832,446.6,1638.5,2656.44,86.4
1475.3,4.198,3.002,629.3,1954.71,2958.14,163.9
1139.45,4.059,2.793,391.37,1587.19,2579.52,65.9
1028.02,3.979,2.699,302.35,1327.83,2369.47,7.6
1046.52,3.984,2.706,264.33,1312.29,2348.05,6.2
1193.35,4.066,2.756,408.93,1609.97,2575.17,66.6
1121.09,4.012,2.701,336.21,1356.92,2420.22,28.0
1019.65,4.004,2.637,318.78,1295.4,2396.7,4.9
1379.46,4.153,2.882,533.79,1830.14,2817.33,128.8
1237.91,4.093,2.781,431.87,1562.52,2661.85,78.5
1198.28,4.059,2.732,373.54,1455.03,2517.77,49.9
1448.08,4.203,2.966,588.47,1952.57,2856.67,153.1
1038.37,4.015,2.714,317.24,1341.6,2494.27,20.6
1496.5,4.211,3.028,609.82,1991.91,3018.95,162.6
1197.51,4.067,2.775,393.73,1473.3,2624.03,54.1
1430.01,4.199,2.982,608.8,1974.31,2958.62,151.1
1309.71,4.149,2.861,489.09,1629.06,2730.62,102.9
1435.4,4.175,2.936,563.72,1896.85,2903.97,140.7
1516.44,4.199,3.049,663.96,1995.08,2969.89,167.3
1142.47,4.053,2.78,354.61,1428.45,2482.29,49.7
1460.75,4.182,3.039,633.05,1963.1,3057.06,163.4
1183.52,4.062,2.733,387.27,1487.53,2572.78,66.8
1195.17,4.09,2.771,400.69,1553.08,2587.09,66.2
1185.6,4.043,2.711,407.16,1492.79,2570.03,58.5
1266.54,4.137,2.766,466.41,1595.88,2677.34,92.5
1071.07,4.02,2.705,314.86,1387.13,2465.28,27.1
1278.12,4.164,2.82,456.09,1667.67,2691.07,94.6
1279.84,4.09,2.808,453.74,1717.8,2827.74,92.5
1379.76,4.155,2.845,533.54,1842.4,2760.43,129.8
1387.51,4.158,2.955,580.33,1800.24,2859.02,141.9
1204.96,4.067,2.77,455.38,1565.74,2661.58,75.4
1169.3,4.076,2.77,367.06,1517.21,2462.86,52.1
1091.78,4.023,2.724,390.42,1405.4,2504.76,44.8
1045.63,4.018,2.715,341.01,1386.56,2440.4,33.9
1077.89,4.015,2.712,305.17,1317.42,2358.01,10.7
1176.62,4.078,2.755,392.7,1496.31,2601.03,58.9
1146.38,4.02,2.752,339.54,1509.5,2510.03,46.7
1454.24,4.205,3.033,641.5,1979.38,2946.85,164.3
1284.65,4.11,2.783,428.94,1667.24,2738.51,95.3
1172.93,4.045,2.781,393.56,1488.04,2565.16,59.7
1237.86,4.097,2.804,476.46,1649.79,2657.96,99.1
1109.81,3.98,2.684,301.16,1375.16,2390.03,24.5
1215.17,4.118,2.77,424.87,1581.76,2617.57,76.0
1290.48,4.142,2.872,487.22,1679.96,2775.0,106.8
1223.21,4.068,2.757,437.69,1623.39,2646.07,83.6
1140.91,4.091,2.8,406.91,1555.77,2630.7,68.9
1511.37,4.187,3.078,638.34,1985.96,2998.6,169.0
1440.21,4.193,2.959,597.54,1943.28,2890.61,149.8
1294.1,4.111,2.854,503.5,1714.02,2744.61,106.4
1303.93,4.103,2.82,466.24,1667.61,2734.85,97.2
1262.98,4.115,2.866,488.69,1746.3,2733.09,105.9
1085.95,4.02,2.718,352.87,1409.76,2414.07,35.0
1166.94,4.102,2.73,440.81,1537.29,2595.86,67.8
1025.79,4.017,2.693,292.29,1270.19,2314.31,7.7
1227.93,4.093,2.825,409.63,1608.57,2702.15,81.4
1269.73,4.125,2.836,446.47,1683.52,2733.37,92.8
1103.74,4.006,2.792,360.45,1419.91,2466.44,39.5
1457.89,4.168,3.014,656.29,1932.16,2993.51,163.9
1491.76,4.191,2.971,595.01,1960.21,2934.19,154.7
1409.77,4.157,2.875,529.09,1819.22,2869.68,123.0
1257.84,4.108,2.795,456.62,1666.1,2616.89,91.1
1409.12,4.135,2.937,580.36,1902.46,2918.42,148.0
1107.48,3.997,2.684,344.66,1378.87,2373.01,23.1
1349.21,4.165,2.842,575.43,1792.64,2873.13,134.6
1059.76,4.066,2.696,325.05,1344.87,2331.91,22.1
1369.94,4.181,2.913,553.23,1862.21,2871.9,135.2
1104.68,4.08,2.768,381.12,1475.74,2585.44,47.6
1424.91,4.181,2.938,602.7,1932.11,2893.68,149.2
1447.1,4.195,2.985,618.04,2002.57,2901.18,160.5
1078.6,4.002,2.75,341.64,1341.48,2449.57,26.1
1220.76,4.107,2.757,436.08,1612.02,2620.85,79.2
1473.78,4.195,3.038,616.39,1977.45,3024.65,166.8
1220.75,4.106,2.832,423.12,1599.02,2691.46,82.7
1418.78,4.172,2.926,569.17,1968.83,2947.49,146.9
1301.83,4.12,2.789,492.64,1641.81,2717.76,100.5
1175.27,4.068,2.825,389.41,1529.85,2647.62,64.4
1158.77,4.055,2.775,379.44,1465.46,2546.37,49.3
1116.34,4.054,2.756,376.31,1417.02,2430.48,35.3
1384.5,4.125,2.896,557.92,1758.31,2810.59,129.7
1218.88,4.042,2.796,397.51,1513.81,2634.38,66.3
1215.5,4.106,2.737,437.01,1633.99,2693.08,87.4
1222.48,4.123,2.793,436.65,1576.98,2624.67,84.2
1319.97,4.146,2.86,457.4,1709.13,2696.72,98.6
1419.22,4.147,2.907,572.82,1913.61,2905.06,147.3
1418.79,4.188,3.033,629.12,1937.39,3019.55,166.7
1188.94,4.047,2.792,419.06,1551.26,2587.45,69.9
1408.5,4.153,2.905,565.81,1878.47,2934.13,140.9
1306.22,4.173,2.9,543.76,1778.26,2852.94,130.2
1307.38,4.111,2.842,478.43,1630.47,2763.0,97.9
1457.53,4.183,3.022,640.91,1937.12,2923.88,162.6
1108.72,4.044,2.719,313.94,1494.33,2517.6,34.9
1055.94,3.998,2.685,289.44,1384.7,2443.7,19.5
1387.15,4.201,2.954,579.17,1869.09,2902.65,145.3
1182.12,4.083,2.801,405.44,1540.73,2596.63,75.2
1392.21,4.16,2.947,594.77,1857.25,2946.95,144.1
1467.78,4.189,2.968,595.03,1962.97,2908.15,151.9
1038.48,4.023,2.71,328.68,1381.58,2365.66,11.6
1422.33,4.208,2.985,590.46,1885.56,2940.09,150.3
1189.87,4.081,2.803,430.05,1596.55,2578.39,76.8
1272.98,4.12,2.814,437.85,1624.04,2658.45,87.3
1337.17,4.124,2.832,499.06,1754.85,2707.63,106.9
1488.55,4.172,3.03,624.35,1910.1,2887.1,157.6
1036.83,3.98,2.657,302.8,1321.22,2420.56,4.2
1234.11,4.069,2.795,433.62,1567.48,2616.86,81.6
1301.29,4.12,2.854,534.91,1790.46,2811.03,117.2
1343.63,4.164,2.828,534.46,1762.61,2893.69,123.1
1317.07,4.15,2.882,508.14,1756.17,2764.02,118.0
1026.55,3.994,2.71,313.22,1349.46,2363.21,23.7
1170.7,4.019,2.755,385.41,1540.86,2594.19,51.6
1153.91,4.044,2.764,413.25,1553.41,2526.24,61.6
1422.68,4.144,2.94,547.0,1837.34,2849.31,136.9
1157.05,4.043,2.776,379.01,1442.92,2487.08,48.1
1118.87,4.059,2.7,323.77,1460.12,2470.6,36.6
1491.48,4.18,3.068,621.37,1864.98,2897.86,162.8
1005.0,4.027,2.682,293.99,1299.47,2355.31,2.5
1545.22,4.166,3.098,636.29,1969.52,3017.11,169.6
1327.17,4.126,2.871,533.49,1821.54,2813.26,115.4
1413.18,4.18,2.932,583.16,1949.85,2915.99,141.0
1125.9,4.07,2.77,355.19,1479.62,2538.67,50.8
999.3,3.988,2.73,297.98,1277.72,2321.8,3.4
1369.6,4.165,2.912,516.35,1801.54,2822.6,125.7
1414.12,4.182,2.925,576.51,1853.6,2860.0,142.0
1339.3,4.132,2.887,550.38,1777.62,2829.78,126.1
1039.8,4.027,2.701,335.92,1381.55,2387.61,25.1
1334.07,4.163,2.916,541.25,1829.89,2836.36,128.3
1403.87,4.14,2.919,543.8,1826.84,2823.86,130.9
1301.42,4.163,2.848,486.9,1749.06,2733.51,112.3
1364.01,4.134,2.94,550.54,1801.75,2881.55,130.5
1451.28,4.171,2.97,593.57,1853.2,2925.87,144.0
1265.97,4.094,2.898,517.69,1678.87,2737.95,104.7
1034.8,4.012,2.682,302.41,1361.17,2313.48,16.0
1212.83,4.072,2.801,452.24,1617.84,2615.19,83.4
1088.88,4.002,2.698,317.54,1336.74,2372.86,14.1
1243.83,4.045,2.86,403.92,1568.38,2615.26,69.9
1212.58,4.092,2.782,421.73,1556.1,2615.63,69.8
1063.21,4.012,2.739,290.48,1326.18,2377.49,12.2
1152.25,4.086,2.798,394.79,1555.5,2558.08,60.0
1111.0,4.007,2.708,312.63,1376.34,2389.44,19.8
1401.5,4.183,2.921,572.09,1847.39,2843.21,137.6
1492.06,4.19,3.021,634.08,1945.21,3030.22,161.2
1043.59,4.009,2.74,296.61,1357.95,2413.7,13.2
1468.16,4.233,3.007,629.43,1975.11,2992.41,162.4
1290.56,4.091,2.799,450.4,1631.47,2628.6,89.3
1157.85,4.078,2.782,358.2,1443.4,2476.52,51.6
1084.39,4.017,2.669,300.3,1380.99,2374.12,14.0
1244.71,4.084,2.816,435.58,1591.01,2638.59,85.6
1366.3,4.131,2.945,542.75,1850.7,2813.38,135.3
1327.09,4.118,2.889,511.58,1831.22,2803.44,120.5
1039.73,4.024,2.681,294.35,1302.2,2282.42,9.5
1030.81,4.041,2.672,305.53,1326.16,2369.14,13.3
1164.12,4.077,2.817,390.79,1580.44,2613.57,69.1
1172.46,4.056,2.748,391.14,1443.37,2540.04,50.9
1100.82,4.055,2.711,362.08,1385.51,2406.67,40.3
1139.47,4.051,2.784,367.19,1458.51,2437.29,48.5
1399.68,4.181,2.941,545.14,1851.38,2856.58,136.8
1445.8,4.191,2.959,614.79,1947.2,2926.06,158.0
1229.12,4.079,2.857,406.12,1598.92,2546.01,69.5
1419.84,4.166,2.957,591.51,1898.93,2849.33,154.1
1160.82,4.039,2.783,364.36,1493.15,2503.23,55.3
1232.82,4.028,2.861,446.98,1652.61,2638.71,81.5
